00:00:00	0	4000
00:00:01	1	4000
00:00:02	2	4000
00:00:03	3	4000
00:00:04	4	4000
00:00:05	5	4000
00:00:06	6	4000
00:00:07	7	4000
00:00:08	8	4000
00:00:09	9	4000
00:00:10	10	4000
00:00:11	11	4000
00:00:12	12	4000
00:00:13	13	4000
00:00:14	14	4000
00:00:15	15	4000
00:00:16	16	4000
00:00:17	17	4000
00:00:18	18	4000
00:00:19	19	4000
00:00:20	20	4000
00:00:21	21	4000
00:00:22	22	4000
00:00:23	23	4000
00:00:24	24	4000
00:00:25	25	4000
00:00:26	26	4000
00:00:27	27	4000
00:00:28	28	4000
00:00:29	29	4000
00:00:30	30	4000
00:00:31	31	4000
00:00:32	32	4000
00:00:33	33	4000
00:00:34	34	4000
00:00:35	35	4000
00:00:36	36	4000
00:00:37	37	4000
00:00:38	38	4000
00:00:39	39	4000
00:00:40	40	4000
00:00:41	41	4000
00:00:42	42	4000
00:00:43	43	4000
00:00:44	44	4000
00:00:45	45	4000
00:00:46	46	4000
00:00:47	47	4000
00:00:48	48	4000
00:00:49	49	4000
00:00:50	50	4000
00:00:51	51	4000
00:00:52	52	4000
00:00:53	53	4000
00:00:54	54	4000
00:00:55	55	4000
00:00:56	56	4000
00:00:57	57	4000
00:00:58	58	4000
00:00:59	59	4000
00:01:00	60	4000
00:01:01	61	4000
00:01:02	62	4000
00:01:03	63	4000
00:01:04	64	4000
00:01:05	65	4000
00:01:06	66	4000
00:01:07	67	4000
00:01:08	68	4000
00:01:09	69	4000
00:01:10	70	4000
00:01:11	71	4000
00:01:12	72	4000
00:01:13	73	4000
00:01:14	74	4000
00:01:15	75	4000
00:01:16	76	4000
00:01:17	77	4000
00:01:18	78	4000
00:01:19	79	4000
00:01:20	80	4000
00:01:21	81	4000
00:01:22	82	4000
00:01:23	83	4000
00:01:24	84	4000
00:01:25	85	4000
00:01:26	86	4000
00:01:27	87	4000
00:01:28	88	4000
00:01:29	89	4000
00:01:30	90	2000
00:01:31	91	2000
00:01:32	92	2000
00:01:33	93	2000
00:01:34	94	2000
00:01:35	95	2000
00:01:36	96	2000
00:01:37	97	2000
00:01:38	98	2000
00:01:39	99	2000
00:01:40	100	2000
00:01:41	101	2000
00:01:42	102	2000
00:01:43	103	2000
00:01:44	104	2000
00:01:45	105	2000
00:01:46	106	2000
00:01:47	107	2000
00:01:48	108	2000
00:01:49	109	2000
00:01:50	110	2000
00:01:51	111	2000
00:01:52	112	2000
00:01:53	113	2000
00:01:54	114	2000
00:01:55	115	2000
00:01:56	116	2000
00:01:57	117	2000
00:01:58	118	2000
00:01:59	119	2000
00:02:00	120	2000
00:02:01	121	2000
00:02:02	122	2000
00:02:03	123	2000
00:02:04	124	2000
00:02:05	125	2000
00:02:06	126	2000
00:02:07	127	2000
00:02:08	128	2000
00:02:09	129	2000
00:02:10	130	2000
00:02:11	131	2000
00:02:12	132	2000
00:02:13	133	2000
00:02:14	134	2000
00:02:15	135	2000
00:02:16	136	2000
00:02:17	137	2000
00:02:18	138	2000
00:02:19	139	2000
00:02:20	140	2000
00:02:21	141	2000
00:02:22	142	2000
00:02:23	143	2000
00:02:24	144	2000
00:02:25	145	2000
00:02:26	146	2000
00:02:27	147	2000
00:02:28	148	2000
00:02:29	149	2000
00:02:30	150	2000
00:02:31	151	2000
00:02:32	152	2000
00:02:33	153	2000
00:02:34	154	2000
00:02:35	155	2000
00:02:36	156	2000
00:02:37	157	2000
00:02:38	158	2000
00:02:39	159	2000
00:02:40	160	2000
00:02:41	161	2000
00:02:42	162	2000
00:02:43	163	2000
00:02:44	164	2000
00:02:45	165	2000
00:02:46	166	2000
00:02:47	167	2000
00:02:48	168	2000
00:02:49	169	2000
00:02:50	170	2000
00:02:51	171	2000
00:02:52	172	2000
00:02:53	173	2000
00:02:54	174	2000
